park,parkLabel,instanceType,instanceTypeLabel
http://www.wikidata.org/entity/Q23960,Grey Peaks National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q24281,Halifax Bay Wetlands National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q29723,Hasties Swamp National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q40544,Национальный парк Ала-Арча,http://www.wikidata.org/entity/Q20602715,state nature national park of Kyrgyzstan
http://www.wikidata.org/entity/Q41858,Банф,http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
http://www.wikidata.org/entity/Q42090,Los Haitises National Park,http://www.wikidata.org/entity/Q22698,парк
http://www.wikidata.org/entity/Q45933,Hann Tableland National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q48567,Пики Европы (национальный парк),http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q48567,Пики Европы (национальный парк),http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q48567,Пики Европы (национальный парк),http://www.wikidata.org/entity/Q1316973,национальный парк Испании
http://www.wikidata.org/entity/Q48642,Fort Lytton National Park,http://www.wikidata.org/entity/Q2772772,военный музей
http://www.wikidata.org/entity/Q48642,Fort Lytton National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q60167,Лувин-Натуралисте,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q65258,Sorkheh Hesar National Park,http://www.wikidata.org/entity/Q22746,городской парк
http://www.wikidata.org/entity/Q65258,Sorkheh Hesar National Park,http://www.wikidata.org/entity/Q6629955,лесопарк
http://www.wikidata.org/entity/Q65258,Sorkheh Hesar National Park,http://www.wikidata.org/entity/Q18618822,national park of Iran
http://www.wikidata.org/entity/Q68472,Грейт-Отуэй,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q79753,Сакликент,http://www.wikidata.org/entity/Q570116,достопримечательность
http://www.wikidata.org/entity/Q79753,Сакликент,http://www.wikidata.org/entity/Q108060568,national park
http://www.wikidata.org/entity/Q80343,Уэст-Кейп-Хоуи,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q80344,Олимп,http://www.wikidata.org/entity/Q8502,гора
http://www.wikidata.org/entity/Q80344,Олимп,http://www.wikidata.org/entity/Q158454,биосферный заповедник ЮНЕСКО
http://www.wikidata.org/entity/Q80344,Олимп,http://www.wikidata.org/entity/Q15069452,охраняемая территория проекта Natura 2000
http://www.wikidata.org/entity/Q82371,Semenic-Cheile Carașului National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q83397,Швейцарский национальный парк,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q87172,Те Уревера,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q87172,Те Уревера,http://www.wikidata.org/entity/Q1377575,wildlife refuge
http://www.wikidata.org/entity/Q113523,Королевский национальный парк,http://www.wikidata.org/entity/Q188509,пригород
http://www.wikidata.org/entity/Q113523,Королевский национальный парк,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q115591,Стерлинг-Рейндж,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q115591,Стерлинг-Рейндж,http://www.wikidata.org/entity/Q38048753,natural cultural heritage site
http://www.wikidata.org/entity/Q116715,Национальный парк Акагера,http://www.wikidata.org/entity/Q22698,парк
http://www.wikidata.org/entity/Q116715,Национальный парк Акагера,http://www.wikidata.org/entity/Q1139892,ключевые орнитологические территории
http://www.wikidata.org/entity/Q117583,Cabañeros National Park,http://www.wikidata.org/entity/Q473972,природоохранная зона
http://www.wikidata.org/entity/Q117583,Cabañeros National Park,http://www.wikidata.org/entity/Q1316973,национальный парк Испании
http://www.wikidata.org/entity/Q119528,Jardine River National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q120414,Изало,http://www.wikidata.org/entity/Q20489083,национальный парк Мадагаскара
http://www.wikidata.org/entity/Q120765,Национальный парк «Остров Хинчинбрук»,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q122412,Blackwood National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q123161,Woomargama National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q129902,Капитол-Риф,http://www.wikidata.org/entity/Q893775,национальный памятник
http://www.wikidata.org/entity/Q129902,Капитол-Риф,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q131875,Уда-Валаве (национальный парк),http://www.wikidata.org/entity/Q570116,достопримечательность
http://www.wikidata.org/entity/Q133502,Уоррен (национальный парк),http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q137913,Lochern National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q137917,Magnetic Island National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q137928,Мазеппа,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q138096,Lindeman Islands National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q138100,Mariala National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q138104,Littabella National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q145308,Woolooma National Park,http://www.wikidata.org/entity/Q18618819,национальный парк Австралии
http://www.wikidata.org/entity/Q152660,Секвойя,http://www.wikidata.org/entity/Q570116,достопримечательность
http://www.wikidata.org/entity/Q152660,Секвойя,http://www.wikidata.org/entity/Q17343829,невключённая община в США
http://www.wikidata.org/entity/Q152660,Секвойя,http://www.wikidata.org/entity/Q34918903,национальный парк США
http://www.wikidata.org/entity/Q152688,Торнгат-Маунтинс,http://www.wikidata.org/entity/Q1896949,Национальные парки Канады
